timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotation_rate_x,rotation_rate_y,rotation_rate_z,gravity_x,gravity_y,gravity_z,user_acc_x,user_acc_y,user_acc_z
331230.1,2.652568,-1.129275,3.039193,-0.465266,0.656084,0.435415,0.200738,0.904103,0.37723,0.062507,-0.08257,-0.822054
331230.11,2.652883,-1.127694,3.033917,0.138383,0.379064,0.230106,0.20129,0.903426,0.378555,0.032093,-0.439421,-1.196365
331230.12,2.244693,-1.188142,2.659219,0.57317,-0.431371,0.265545,0.291761,0.927677,0.233005,0.18561,-0.769809,-1.01482
331230.13,2.220929,-1.189865,2.643006,0.574884,-1.00765,0.194698,0.295942,0.928319,0.225039,0.093401,-0.833943,-0.308626
331230.14,2.197926,-1.194796,2.628538,0.856874,-0.842358,-0.192003,0.29733,0.930141,0.215483,-0.1927,-0.7476,0.037523
331230.15,2.173253,-1.209053,2.601337,1.930608,0.437283,-0.7364,0.291599,0.935281,0.200547,-0.548267,-0.47796,0.040908
331230.16,2.138905,-1.232128,2.549914,3.018117,1.664261,-0.997565,0.280045,0.943198,0.178754,-0.727676,-0.014487,-0.325543
331230.17,2.085335,-1.258098,2.471563,3.637295,2.199548,-0.894483,0.267795,0.951507,0.151393,-0.71056,0.422974,-0.651302
331230.18,2.012054,-1.28127,2.371322,3.707972,2.190297,-0.635443,0.258152,0.958379,0.12193,-0.648899,0.706629,-0.601651
331230.19,1.928855,-1.298031,2.269972,3.074752,1.14227,-0.372993,0.25231,0.96303,0.094411,-0.585028,0.855284,-0.56455
331230.2,1.84968,-1.306876,2.182815,2.335168,0.341277,-0.04495,0.250788,0.965375,0.071812,-0.44427,0.637348,-0.240956
331230.21,1.770502,-1.312343,2.098585,2.294029,0.209263,-0.028893,0.250506,0.966786,0.050703,-0.316226,0.285716,-0.0184
331230.22,1.679553,-1.316645,2.001974,2.577246,0.277699,-0.042645,0.249939,0.967877,0.02729,-0.202011,0.033664,0.043343
331230.23,1.577103,-1.317919,1.892532,2.830906,0.383214,0.06282,0.250186,0.968197,0.001578,-0.141269,-0.176891,0.009866
331230.24,1.471173,-1.314571,1.777386,2.947836,0.63893,0.253125,0.252174,0.967353,-0.025206,-0.113091,-0.300148,0.022017
331230.25,1.373704,-1.306746,1.668311,2.902687,0.809385,0.378209,0.25594,0.965341,-0.051107,-0.064228,-0.353158,-0.024378
331230.26,1.286102,-1.29709,1.56997,2.739708,0.681201,0.269333,0.259422,0.962776,-0.075918,0.067345,-0.333228,-0.127436
331230.27,1.208434,-1.288555,1.48405,2.445185,0.446795,-0.003735,0.260423,0.960434,-0.098727,0.154494,-0.204147,-0.199445
331230.29,1.084568,-1.271444,1.349053,1.952006,0.219151,0.035361,0.260723,0.955528,-0.137806,-0.106655,-0.130042,-0.124355
331230.28,1.140869,-1.280447,1.410302,2.194093,0.29048,-0.046027,0.260234,0.958144,-0.119326,0.043401,-0.157088,-0.181623
331230.3,1.036289,-1.262244,1.296425,1.8164,0.188546,0.025729,0.261322,0.952774,-0.154699,-0.195023,-0.006699,-0.070734
331230.31,0.991222,-1.252976,1.246576,1.809744,0.273427,-0.046125,0.261465,0.949919,-0.171144,-0.20429,0.087114,0.025301
331230.32,0.949299,-1.243556,1.197831,1.824832,0.495879,-0.106461,0.261325,0.946933,-0.187154,-0.185947,0.108243,0.123525
331230.33,0.912747,-1.233571,1.151801,1.811752,0.767965,-0.086044,0.26178,0.943676,-0.202352,-0.162842,0.032825,0.225393
331230.34,0.883545,-1.222638,1.110857,1.753016,1.00559,0.031245,0.263719,0.940003,-0.216441,-0.142412,-0.068543,0.31599
331230.35,0.862904,-1.210858,1.076193,1.673943,1.258293,0.163258,0.267591,0.935919,-0.229023,-0.121228,-0.154547,0.39571
331230.36,0.848571,-1.198474,1.046007,1.634474,1.438064,0.245654,0.272957,0.931485,-0.240479,-0.140145,-0.213544,0.391556
331230.37,0.838116,-1.185499,1.018673,1.636336,1.5153,0.320179,0.279389,0.926687,-0.251382,-0.16919,-0.228246,0.308435
331230.38,0.828193,-1.171705,0.992541,1.69861,1.387387,0.356345,0.286272,0.921415,-0.262761,-0.186662,-0.226819,0.138418
331230.39,0.815266,-1.157086,0.966672,1.782309,0.967212,0.389312,0.292626,0.915635,-0.275648,-0.197945,-0.202531,-0.064776
331230.4,0.796452,-1.141151,0.940942,1.916278,0.293177,0.434164,0.297782,0.909113,-0.291271,-0.199164,-0.175959,-0.220936
331230.41,0.770479,-1.12389,0.914662,2.061318,-0.373744,0.427839,0.301003,0.901788,-0.310121,-0.188423,-0.090845,-0.240401
331230.42,0.741144,-1.105726,0.888628,2.14059,-0.635327,0.41117,0.302787,0.89379,-0.330846,-0.152152,0.016168,-0.032694
331230.43,0.713895,-1.087323,0.86397,2.136064,-0.478788,0.374354,0.304381,0.885385,-0.351347,-0.128325,0.114142,0.294173
331230.44,0.691088,-1.069421,0.840557,2.080257,-0.125121,0.290579,0.306343,0.876922,-0.370352,-0.118279,0.193527,0.545798
331230.45,0.673706,-1.052763,0.818573,1.951025,0.282031,0.200664,0.308931,0.868795,-0.386984,-0.102831,0.234828,0.706381
331230.46,0.662612,-1.037834,0.799525,1.711135,0.615235,0.173004,0.312564,0.861306,-0.40057,-0.075137,0.219474,0.787212
331230.47,0.658008,-1.02494,0.785027,1.410564,0.842429,0.21881,0.317482,0.854683,-0.410758,-0.092247,0.201454,0.77259
331230.48,0.659477,-1.014297,0.775592,1.06587,0.993048,0.277277,0.32364,0.84911,-0.417456,-0.174104,0.211803,0.674399
331230.49,0.665704,-1.00592,0.77068,0.753011,1.059245,0.321328,0.330615,0.844655,-0.421013,-0.283512,0.299449,0.519722
331230.5,0.675397,-0.999686,0.76908,0.480034,1.138903,0.318705,0.337966,0.841301,-0.42189,-0.373763,0.425651,0.458878
331230.51,0.687542,-0.995479,0.769441,0.267149,1.205289,0.266463,0.345308,0.83902,-0.420486,-0.447191,0.528183,0.469817
331230.53,0.713439,-0.992383,0.775155,-0.143394,0.89254,0.204034,0.357779,0.837331,-0.413365,-0.527197,0.555217,0.262731
331230.52,0.700571,-0.99305,0.771218,0.076148,1.137309,0.22336,0.35207,0.837696,-0.417508,-0.493214,0.557003,0.388959
331230.54,0.7248,-0.992981,0.780784,-0.27453,0.602769,0.189886,0.36212,0.837658,-0.408899,-0.503569,0.598316,0.231607
331230.55,0.734668,-0.99408,0.786748,-0.305735,0.471516,0.161182,0.36552,0.838257,-0.404623,-0.404308,0.652465,0.351156
331230.56,0.744419,-0.995719,0.792563,-0.355447,0.504417,0.113668,0.368517,0.83915,-0.400028,-0.270937,0.648933,0.492664
331230.57,0.756223,-0.998452,0.80008,-0.538869,0.568947,0.119347,0.371637,0.840634,-0.39398,-0.158106,0.544071,0.594115
331230.58,0.772674,-1.002588,0.81325,-0.899927,0.521895,0.278637,0.375638,0.842866,-0.385321,-0.169644,0.396178,0.558554
331230.59,0.79629,-1.009032,0.834743,-1.416943,0.582481,0.357227,0.380742,0.846316,-0.372537,-0.349111,0.425565,0.41308
331230.6,0.824357,-1.02013,0.860671,-1.873654,0.596758,0.046756,0.384127,0.852176,-0.355305,-0.486438,0.647549,0.286046
331230.61,0.853118,-1.035948,0.888295,-2.234367,0.498528,-0.307383,0.383983,0.860346,-0.335205,-0.571727,0.60227,0.181137
331230.62,0.886849,-1.056633,0.921168,-2.747712,0.550449,-0.591769,0.381192,0.870704,-0.310752,-0.554456,0.365029,0.118277
331230.63,0.927489,-1.081479,0.962557,-3.234832,0.362962,-0.780172,0.376073,0.882654,-0.281942,-0.4997,0.160712,-0.028865
331230.64,0.969415,-1.108917,1.010707,-3.504186,-0.198712,-0.85343,0.367448,0.895217,-0.25213,-0.341065,0.073961,-0.136649
331230.65,1.015397,-1.135809,1.069121,-3.709428,-0.775746,-0.795815,0.358058,0.906875,-0.222196,-0.064739,0.014511,-0.095034
331230.66,1.069241,-1.16061,1.139282,-3.771242,-1.073296,-0.657714,0.349665,0.917046,-0.19173,0.148763,0.05442,-0.08186
331230.67,1.1312,-1.182022,1.21746,-3.680266,-0.971234,-0.494931,0.343016,0.925374,-0.161316,0.186449,0.224696,-0.184174
331230.68,1.2001,-1.199633,1.299614,-3.465306,-0.660942,-0.401101,0.338064,0.931906,-0.131393,0.2046,0.421243,-0.291062
331230.69,1.274785,-1.213598,1.383021,-3.237962,-0.211126,-0.328941,0.334443,0.93688,-0.101996,0.243331,0.52717,-0.29809
331230.71,1.430594,-1.232148,1.550818,-2.845907,-0.456486,-0.339726,0.328952,0.943205,-0.046425,0.340084,0.7558,-0.225914
331230.7,1.354682,-1.224024,1.467639,-3.074099,0.094909,-0.256898,0.331958,0.940475,-0.072879,0.301419,0.647202,-0.241025
331230.72,1.485641,-1.239618,1.625035,-2.43856,-1.870587,-0.516611,0.323979,0.94566,-0.027656,0.337581,0.887134,-0.404397
331230.73,1.532319,-1.247102,1.698986,-2.481226,-2.406489,-0.630678,0.317836,0.948067,-0.012235,0.308416,0.950004,-0.235735
331230.74,1.590262,-1.254994,1.782389,-2.701527,-2.008268,-0.826,0.31052,0.950548,0.006045,0.242642,0.874007,0.02435
331230.75,1.661756,-1.263829,1.873791,-2.782803,-1.411567,-1.108266,0.30092,0.953254,0.027447,0.143599,0.731758,0.027103
331230.77,1.840055,-1.278377,2.082481,-3.074986,-1.016042,-1.255091,0.277883,0.957549,0.076685,-0.197652,0.294099,-0.338663
331230.76,1.744749,-1.272515,1.972447,-2.857058,-1.062785,-1.300029,0.289442,0.955843,0.050863,-0.01808,0.538694,-0.127356
331230.78,1.943216,-1.278406,2.200569,-3.308197,-0.990509,-1.026569,0.268483,0.957558,0.104883,-0.208378,0.031136,-0.304712
331230.79,2.045681,-1.272878,2.317767,-3.364743,-0.966998,-0.87231,0.26105,0.95595,0.134213,-0.196765,-0.144518,-0.236447
331230.8,2.137886,-1.263211,2.426143,-3.281191,-1.234102,-0.745846,0.255367,0.953067,0.162636,-0.216762,-0.250187,-0.258384
331230.81,2.213262,-1.250656,2.52092,-3.093375,-1.556816,-0.598017,0.251955,0.949191,0.188559,-0.311022,-0.281405,-0.365668
331230.82,2.272377,-1.236769,2.60062,-2.821256,-1.658195,-0.487493,0.250419,0.94473,0.211603,-0.352073,-0.35629,-0.306086
331230.83,2.320093,-1.222639,2.66746,-2.578874,-1.491013,-0.416481,0.249791,0.940003,0.232376,-0.328481,-0.423401,-0.26381
331230.84,2.36001,-1.208703,2.724429,-2.351265,-1.321798,-0.368026,0.249523,0.935157,0.251434,-0.261592,-0.48986,-0.305862
331230.85,2.392526,-1.195557,2.772352,-2.095976,-1.201796,-0.333062,0.249567,0.93042,0.268394,-0.216974,-0.526627,-0.323508
331230.86,2.418805,-1.184217,2.813493,-1.818103,-1.230669,-0.39248,0.249392,0.926204,0.282754,-0.18085,-0.54771,-0.345544
331230.87,2.440029,-1.174288,2.849121,-1.596942,-1.15124,-0.381181,0.249258,0.922415,0.294993,-0.142874,-0.601599,-0.463312
331230.88,2.456318,-1.166049,2.87851,-1.296914,-1.066577,-0.349991,0.249222,0.919202,0.304888,-0.132996,-0.672467,-0.355684
331230.89,2.466295,-1.159966,2.901081,-0.9643,-1.094943,-0.303225,0.249658,0.91679,0.311717,-0.111871,-0.731334,-0.331096
331230.9,2.470088,-1.156093,2.917095,-0.625182,-1.090257,-0.254368,0.250682,0.915236,0.315439,-0.100459,-0.799895,-0.345529
331230.91,2.469132,-1.154737,2.927513,-0.286719,-1.049558,-0.245132,0.251756,0.914689,0.31617,-0.066224,-0.838517,-0.326546
331230.92,2.463472,-1.155905,2.932516,0.048425,-1.029072,-0.229457,0.252871,0.91516,0.313908,-0.039141,-0.848937,-0.318791
331230.93,2.452926,-1.159535,2.932045,0.380337,-1.017107,-0.213785,0.254054,0.916617,0.308657,-0.04568,-0.856956,-0.30855
331230.94,2.437515,-1.165654,2.925902,0.713516,-0.967883,-0.207824,0.255145,0.919046,0.300424,-0.094409,-0.850229,-0.288721
331230.95,2.418697,-1.174437,2.914891,1.032542,-0.841223,-0.27376,0.255403,0.922473,0.289506,-0.150926,-0.781725,-0.249787
331230.96,2.396863,-1.186048,2.899105,1.358128,-0.696532,-0.352506,0.254385,0.926893,0.275966,-0.155402,-0.725721,-0.183422
331230.97,2.371264,-1.200808,2.877213,1.742991,-0.455166,-0.463061,0.251811,0.932332,0.259517,-0.1365,-0.705418,-0.100764
331230.98,2.340341,-1.218833,2.84696,2.148951,-0.208294,-0.536076,0.247603,0.938698,0.239874,-0.049635,-0.622047,0.047922
331230.99,2.299614,-1.239317,2.804402,2.564808,-0.015329,-0.527694,0.242768,0.945562,0.216741,-0.020905,-0.615774,0.12379
331231,2.244793,-1.261159,2.745903,2.92231,0.090709,-0.462967,0.238083,0.952444,0.190176,-0.014191,-0.554342,0.236719
331231.01,2.174306,-1.28206,2.671166,3.05159,0.086885,-0.333697,0.234441,0.958604,0.161601,-0.02532,-0.42122,0.374258
331231.02,2.094641,-1.29913,2.58793,2.788609,0.012932,-0.169199,0.232354,0.963325,0.134226,-0.060921,-0.160179,0.563635
