timestamp,attitude_roll,attitude_pitch,attitude_yaw,rotation_rate_x,rotation_rate_y,rotation_rate_z,gravity_x,gravity_y,gravity_z,user_acc_x,user_acc_y,user_acc_z
1460342611,-2.470091,0.072289,1.803396,0.007324,-0.018471,-0.002788,-0.620537,-0.072226,0.780844,0.013344,0.016776,0.017069
1460342611,-2.470745,0.072056,1.803514,0.007402,0.003919,-0.002854,-0.620037,-0.071994,0.781263,0.014019,0.005984,0.015048
1460342611,-2.47126,0.071824,1.803617,0.006297,0.015606,-0.001891,-0.619645,-0.071762,0.781595,0.013703,0.006103,0.016501
1460342611,-2.471809,0.071416,1.803712,0.008428,0.020949,0.001316,-0.619234,-0.071355,0.781957,0.020724,0.011663,0.013605
1460342611,-2.472265,0.070946,1.803788,0.006283,0.017754,0.001308,-0.618898,-0.070886,0.782266,0.019044,0.014398,0.010641
1460342611,-2.472496,0.07069,1.803824,0.004096,0.00497,0.002396,-0.618729,-0.070631,0.782423,0.004227,0.007094,0.011644
1460342611,-2.472582,0.070471,1.803834,0.007246,-0.005689,0.004591,-0.618671,-0.070412,0.782489,-0.006574,0.004525,0.010861
1460342611,-2.472666,0.070182,1.803845,0.00834,0.003911,0.00564,-0.618617,-0.070125,0.782557,-0.005635,0.006312,0.013021
1460342611,-2.472837,0.069996,1.80388,0.010519,0.0167,0.005621,-0.618492,-0.069939,0.782672,0.000099,0.001656,0.018261
1460342611,-2.472784,0.069889,1.803899,0.00522,0.023099,0.00342,-0.618538,-0.069832,0.782645,-0.006599,-0.000297,0.018487
1460342611,-2.472518,0.069745,1.803907,0.003146,0.033748,0.000166,-0.618752,-0.069689,0.782489,-0.007209,0.003359,0.011655
1460342611,-2.47221,0.069688,1.803941,0.004262,0.045468,-0.000927,-0.618996,-0.069631,0.782302,0.006065,0.001501,-0.000319
1460342611,-2.471769,0.069415,1.80396,0.006397,0.05188,0.002276,-0.619353,-0.069359,0.782043,0.01364,0.009865,-0.013107
1460342611,-2.471353,0.069292,1.803955,0.011638,0.0466,0.013015,-0.619683,-0.069236,0.781792,0.019692,0.001075,-0.019677
1460342611,-2.470867,0.069084,1.803856,0.015736,0.024276,0.025931,-0.620072,-0.069029,0.781502,0.0103,-0.000306,-0.023751
1460342611,-2.470547,0.068762,1.803707,0.015613,-0.002355,0.030282,-0.620336,-0.068708,0.781321,-0.001491,0.001493,-0.015727
1460342611,-2.470289,0.068046,1.80354,0.01132,-0.018363,0.026023,-0.620568,-0.067993,0.781199,-0.016822,0.01828,-0.005229
1460342611,-2.470017,0.067383,1.803423,0.002924,-0.006695,0.012035,-0.620808,-0.067332,0.781066,-0.022548,0.021769,0.00316
1460342611,-2.46954,0.06696,1.803376,0.002013,0.017775,0.002344,-0.621198,-0.06691,0.780792,-0.019259,0.015824,0.000184
1460342611,-2.469007,0.066787,1.803412,0.006297,0.033664,-0.002001,-0.621622,-0.066737,0.780469,-0.006857,0.006221,-0.006604
1460342611,-2.468608,0.066662,1.803477,0.009463,0.022993,-0.001941,-0.621938,-0.066613,0.780228,-0.000422,0.003563,-0.009064
1460342611,-2.468379,0.066323,1.803511,0.003014,0.014494,0.000164,-0.622131,-0.066275,0.780103,0.000229,0.013785,-0.005185
1460342611,-2.468214,0.066039,1.803485,-0.0002,0.019861,0.004392,-0.622272,-0.065991,0.780015,0.002078,0.012067,-0.001634
1460342611,-2.467844,0.065906,1.803438,0.002998,0.025204,0.007607,-0.622565,-0.065858,0.779792,0.000296,0.003969,-0.008704
1460342611,-2.467274,0.065759,1.803374,0.00298,0.017734,0.006562,-0.623016,-0.065712,0.779444,-0.009415,0.003822,-0.013834
1460342611,-2.466696,0.065478,1.803334,0.002971,0.00598,0.002327,-0.623478,-0.065431,0.779098,-0.015896,0.011095,-0.014465
1460342611,-2.466338,0.065422,1.803336,0.005074,-0.010039,-0.00081,-0.623759,-0.065376,0.778878,-0.015676,0.000694,-0.011285
1460342611,-2.466227,0.065347,1.803358,0.000831,-0.006841,-0.002992,-0.623848,-0.065301,0.778812,-0.009132,0.003548,-0.003071
1460342611,-2.46603,0.065393,1.803341,-0.004488,0.002785,-0.000932,-0.624,-0.065347,0.778687,-0.011056,-0.001243,-0.00116
1460342611,-2.465782,0.065431,1.803287,-0.005527,0.019876,0.003278,-0.624192,-0.065384,0.77853,-0.005355,-0.000808,0.000187
1460342611,-2.465479,0.065581,1.803228,-0.000209,0.020948,0.006524,-0.624421,-0.065534,0.778334,-0.000136,-0.007937,-0.005903
1460342611,-2.465277,0.065543,1.803205,0.004053,0.012386,0.003384,-0.62458,-0.065496,0.77821,0.003806,-0.000208,-0.008312
1460342611,-2.465169,0.06567,1.803207,0.000845,-0.000434,-0.001944,-0.624659,-0.065622,0.778136,0.00358,-0.005667,-0.010924
1460342611,-2.465092,0.065757,1.803245,-0.002296,0.0038,-0.008391,-0.624715,-0.06571,0.778083,0.004827,-0.000376,-0.010383
1460342611,-2.464953,0.066187,1.803305,-0.000214,0.007992,-0.008442,-0.624806,-0.066138,0.777974,0.009464,-0.017037,-0.017201
1460342611,-2.464721,0.066664,1.803322,-0.004511,0.004819,-0.006335,-0.624966,-0.066614,0.777804,0.002515,-0.018957,-0.016009
1460342611,-2.464505,0.067242,1.803288,-0.00991,-0.010087,-0.005271,-0.62511,-0.067192,0.777639,-0.005139,-0.023537,-0.015585
1460342611,-2.464443,0.067957,1.803236,-0.01102,-0.019674,-0.004186,-0.625128,-0.067905,0.777563,-0.00329,-0.029614,-0.0147
1460342611,-2.46453,0.068765,1.803225,-0.010984,-0.019706,-0.009526,-0.625026,-0.068711,0.777574,0.000865,-0.033279,-0.009706
1460342611,-2.464652,0.069648,1.803273,-0.004529,-0.011213,-0.012701,-0.624892,-0.069592,0.777603,0.008071,-0.037433,-0.011093
1460342611,-2.464701,0.070449,1.803362,-0.003415,-0.001633,-0.014857,-0.624819,-0.070391,0.77759,0.005877,-0.034696,-0.007174
1460342611,-2.46465,0.071233,1.803473,-0.002316,0.005822,-0.01594,-0.624824,-0.071172,0.777515,0.003288,-0.03361,-0.005664
1460342611,-2.464432,0.071992,1.80356,-0.005486,0.015428,-0.015998,-0.62496,-0.07193,0.777336,-0.00648,-0.032806,0.001213
1460342611,-2.46415,0.072813,1.803586,-0.009794,0.020819,-0.00858,-0.625142,-0.072748,0.777114,-0.006252,-0.036596,0.001359
1460342611,-2.463835,0.073565,1.803531,-0.01304,0.017656,-0.00433,-0.625352,-0.073499,0.776874,-0.006286,-0.033129,-0.00307
1460342611,-2.463537,0.074179,1.80345,-0.015214,0.011278,-0.002195,-0.625555,-0.074111,0.776652,-0.004358,-0.025132,-0.006693
1460342611,-2.463182,0.074805,1.803369,-0.015211,0.005927,-0.005384,-0.625801,-0.074735,0.776394,-0.009636,-0.024676,-0.011166
1460342611,-2.462567,0.076039,1.803339,-0.008726,0.016534,-0.011768,-0.62622,-0.075966,0.775936,0.00888,-0.025795,-0.019879
1460342611,-2.462842,0.075366,1.803329,-0.011957,0.01443,-0.008585,-0.626039,-0.075295,0.776148,-0.002715,-0.020927,-0.014368
1460342611,-2.46239,0.076692,1.803355,-0.008788,0.003752,-0.009596,-0.626326,-0.076617,0.775787,0.012328,-0.025113,-0.023696
1460342611,-2.462381,0.077323,1.803371,-0.006778,-0.008033,-0.008534,-0.626303,-0.077246,0.775743,0.010916,-0.025263,-0.019243
1460342611,-2.462408,0.077981,1.803387,-0.005728,-0.010162,-0.007452,-0.62625,-0.077902,0.77572,0.010055,-0.028345,-0.018442
1460342611,-2.462385,0.078649,1.803437,-0.001419,-0.002722,-0.009574,-0.626235,-0.078568,0.775665,0.009749,-0.029327,-0.018387
1460342611,-2.462346,0.079379,1.803525,0.001793,-0.001671,-0.010619,-0.626229,-0.079296,0.775596,0.010781,-0.034443,-0.018165
1460342611,-2.462377,0.080157,1.803638,0.000761,0.000438,-0.014907,-0.626166,-0.080072,0.775567,0.013999,-0.035987,-0.015069
1460342611,-2.462278,0.080979,1.803741,-0.005611,0.003634,-0.018178,-0.626201,-0.08089,0.775454,0.006908,-0.035061,-0.014605
1460342611,-2.461977,0.081961,1.803837,-0.010879,0.013214,-0.023594,-0.626384,-0.081869,0.775203,-0.00211,-0.040613,-0.014797
1460342611,-2.461504,0.083038,1.803943,-0.009772,0.020663,-0.025745,-0.626695,-0.082943,0.774838,0.000246,-0.043583,-0.025189
1460342611,-2.460996,0.084185,1.804065,-0.003395,0.022806,-0.021427,-0.627029,-0.084085,0.774445,0.005843,-0.049338,-0.03183
1460342611,-2.460627,0.085299,1.80417,-0.001347,0.010039,-0.016035,-0.627254,-0.085195,0.774141,0.012524,-0.04986,-0.035768
1460342612,-2.460364,0.086351,1.804242,-0.002493,-0.004866,-0.012799,-0.627402,-0.086244,0.773905,0.009482,-0.048247,-0.034876
1460342612,-2.460181,0.087408,1.804294,-0.003594,-0.013392,-0.012786,-0.627485,-0.087296,0.773719,0.000975,-0.049926,-0.028221
1460342612,-2.459897,0.089342,1.804366,-0.005779,-0.030457,-0.014893,-0.627598,-0.089223,0.773408,-0.018948,-0.047785,-0.012849
1460342612,-2.460013,0.088355,1.804323,-0.005769,-0.021908,-0.011713,-0.627563,-0.08824,0.773549,-0.009232,-0.04532,-0.021093
1460342612,-2.459897,0.090243,1.804421,-0.007912,-0.031523,-0.015978,-0.627547,-0.090121,0.773345,-0.018358,-0.042524,-0.006866
1460342612,-2.459945,0.091215,1.80445,-0.012162,-0.025112,-0.016037,-0.627454,-0.091088,0.773307,-0.01427,-0.04502,-0.004081
1460342612,-2.459981,0.092114,1.804463,-0.012147,-0.011222,-0.01181,-0.627374,-0.091984,0.773266,-0.00733,-0.041118,-0.001599
1460342612,-2.459941,0.093056,1.804436,-0.011179,-0.003752,-0.005472,-0.62735,-0.092922,0.773173,-0.005233,-0.045186,-0.002528
1460342612,-2.459928,0.093935,1.804395,-0.005916,-0.015469,-0.001122,-0.627308,-0.093797,0.773102,-0.003582,-0.044798,-0.00676
1460342612,-2.460095,0.094745,1.804342,0.000349,-0.041038,0.005414,-0.627131,-0.094603,0.773147,-0.009465,-0.04709,-0.004608
1460342612,-2.460543,0.095457,1.804295,0.001343,-0.0613,0.005481,-0.626742,-0.095312,0.773375,-0.007123,-0.043131,-0.00212
1460342612,-2.461173,0.096107,1.804269,0.00136,-0.058108,0.004402,-0.626216,-0.09596,0.773722,-0.000981,-0.039264,0.002539
1460342612,-2.461881,0.09682,1.804314,0.006766,-0.044282,0.001202,-0.625625,-0.096669,0.774112,0.009948,-0.043086,0.006742
1460342612,-2.462474,0.09752,1.804391,0.005787,-0.022967,-0.00101,-0.625123,-0.097365,0.77443,0.012467,-0.042329,0.01091
1460342612,-2.462902,0.098242,1.804453,0.004765,-0.006964,-0.000002,-0.624747,-0.098084,0.774642,0.011115,-0.043502,0.014435
1460342612,-2.463122,0.098931,1.804471,0.001568,-0.000545,0.002084,-0.624534,-0.09877,0.774727,0.00225,-0.04213,0.015495
1460342612,-2.46321,0.099772,1.804433,-0.00168,-0.003709,0.006333,-0.624414,-0.099607,0.774717,-0.000525,-0.050662,0.005542
1460342612,-2.463288,0.100545,1.804383,0.003628,-0.009048,0.007461,-0.624305,-0.100376,0.774705,0.004126,-0.047238,-0.0058
1460342612,-2.463527,0.101208,1.804405,0.010045,-0.00908,0.005379,-0.624078,-0.101035,0.774803,0.014871,-0.041955,-0.006568
1460342612,-2.46385,0.101729,1.804522,0.01546,0.000461,-0.001012,-0.623794,-0.101554,0.774963,0.023727,-0.034265,-0.005477
1460342612,-2.464062,0.102312,1.804648,0.01442,0.011133,0.000012,-0.623593,-0.102134,0.775048,0.021771,-0.037896,-0.002893
1460342612,-2.464156,0.102944,1.804734,0.010133,0.011157,0.002108,-0.62348,-0.102762,0.775057,0.019293,-0.039709,-0.006487
1460342612,-2.464167,0.103671,1.804738,0.003591,-0.002753,0.004181,-0.623424,-0.103485,0.775006,0.01031,-0.043442,-0.010357
1460342612,-2.464289,0.104348,1.804708,0.00139,-0.023014,0.003153,-0.623286,-0.104158,0.775027,0.006983,-0.039198,-0.014193
1460342612,-2.464525,0.105044,1.804701,0.002456,-0.027295,0.001037,-0.623057,-0.104851,0.775117,0.011713,-0.038445,-0.018693
1460342612,-2.46487,0.105618,1.804749,0.005713,-0.017727,-0.002168,-0.622752,-0.105421,0.775285,0.019786,-0.031526,-0.013719
1460342612,-2.465117,0.1063,1.804844,0.008969,-0.006021,-0.004313,-0.622515,-0.1061,0.775383,0.017321,-0.038844,-0.00875
